lon,lat,cap,kind,name,roof_m2,n_buildings,site_m2
77.17730411909581,28.683450654004776,208,community_centre,MCD Community Centre,726.8450626577264,1,476
77.17381821660643,28.685537705423364,683,school,DAV Public School Ashok Vihar,2389.866027921179,2,7288
77.1654313948798,28.686502751000464,983,school,Lions Public School,3438.920890631447,4,7465
77.16997549539653,28.686858919014806,1153,school,Montfort Senior secondary School,4035.885177231591,7,25529
77.17104914999999,28.6894969,106,school,Guru Angad Public School,370.4458099937582,2,4132
77.16820529049156,28.690236554980437,1059,school,Kulachi Hansraj Model School (Primary Wing),3706.904092949727,7,5476
77.16694303848287,28.692167276192478,1187,school,Government Boys and Girls School,4153.3119521730905,4,13084
77.1680906957121,28.703654689020528,131,school,,456.83587977684505,1,336
77.17045819316056,28.7048714674616,997,school,Kendriya Vidyalaya,3489.2251140865455,3,2636
77.16479553243619,28.70673874697756,1108,school,,3879.275513750418,2,11984
77.16340813572192,28.711598290996463,280,community_centre,Delhi Police Community Centre,980.6134550538859,2,320
77.17209645758484,28.715218163143582,149,school,Municipal Primary Coeducational School,521.6144171219557,1,710
77.17426880339124,28.71917435137053,446,school,,1561.437540286483,2,4514
77.17200491792096,28.71926794094054,1983,school,,6941.011181078237,8,21277
77.17304933552599,28.7201680133878,159,school,Jyoti Model Senior Secondary School,555.9011879444919,1,639
77.17267331757408,28.720951248599363,981,school,,3433.6551135063464,2,2323
77.16900691638457,28.72312274675147,690,school,Navjeevan Model School,2416.4220950204226,1,850
77.17201795520353,28.724635723318983,2397,school,,8388.33848854336,7,7227
77.17475202786846,28.725339795974524,275,community_centre,,963.5862113972387,2,2540
77.1682964142834,28.7262012030886,1951,school,,6827.093294234225,22,30694
77.16651957267032,28.726545117251487,603,school,,2109.285374515634,1,6102
77.17537511254713,28.727881043562114,1072,school,,3750.3589924847956,1,10507
77.17334641321067,28.72817250118798,2122,school,Rani Chenamma Sarvodaya Kanya Vidyalaya,7428.107620311699,8,17850
77.16898458113015,28.72796105278045,372,school,MC PRIMARYSCHOOL,1302.7994202583,1,2356
77.16311822394778,28.727833023002823,633,community_centre,,2215.508582980493,3,1567
77.17070486359678,28.728984216450556,487,school,,1703.2523373758484,3,6074
77.16672921586684,28.73057191748153,1368,school,,4789.179131634787,9,17207
77.16239079017167,28.730372716385737,530,school,,1853.923666777272,3,6341
77.1669527832738,28.73170308312261,221,community_centre,"Doctor Sahib Singh Verma Community Center, Sant Ravidas Nagar",775.0324469574346,1,2680
77.17152770269234,28.73313611178732,1581,college,Industrial Training Institute,5531.765650207257,6,20989
77.16859246315867,28.733965763460873,583,school,MCD Primary School,2042.096982308093,3,6930
77.16548818202916,28.74026127176714,222,community_centre,,775.4825489070373,1,1961
77.16704201573712,28.742457688027823,530,school,MCD Primary School,1855.8750229144775,3,4912
77.16308676558525,28.742580824464547,374,school,Shiv Shakti Public School,1308.702723743817,1,126
77.16776577529629,28.750670404623715,461,school,,1611.9596360857295,5,2296
77.1624346597169,28.753007142820927,302,school,Municipal Primary Coeducational School,1058.2085313778512,3,1826
77.1720168877555,28.754093668104925,513,school,Rav Mehar Chand Saraswati Vidya Mandir,1795.604341100543,3,7378
77.20388350541903,28.494760336319143,7042,university,Indira Gandhi National Open University,24648.029590475486,41,620010
77.2023709,28.508886449999995,1783,school,Master Mind Public School,6240.096620842411,2,397
77.20388718097259,28.512486522311814,523,school,,1830.3683424381288,2,669
77.2060034804535,28.515784664440424,769,school,New Green Field School,2692.6511447073626,3,1078
77.19864750540928,28.51537954748411,261,school,South Delhi Muncipal Corporation Nigam Pratibha Vidyalaya,915.0267857393402,2,5202
77.20326623333078,28.520886079863,307,school,Vidya Niketan Senior Secondary School,1076.0025525803796,2,1841
77.20937799999997,28.522692299999996,1483,school,Government School,5189.677716307139,4,12637
77.20586851967845,28.522428077241504,427,school,Red Rose Public School,1494.1026738888097,1,1166
77.20972769985437,28.523517981367405,1470,school,Green Field School,5143.764844441061,7,15472
77.20701310534731,28.52542129607601,1745,school,Gyan Bharati School,6108.472706440899,6,30069
77.20032137987798,28.537353702014435,178,community_centre,Sarvodaya Community Centre,622.6996953155049,1,475
77.20790950936303,28.538501157582882,10527,school,,36843.196432798366,1,473
77.20179097627624,28.54014638632371,9644,school,Mother's International School,33754.10446301149,19,122350
77.19955067965341,28.54864552278837,1427,school,St. Paul's School,4995.644475361476,12,9862
77.20013898641899,28.552486330369348,258,school,,902.4060614606103,1,552
